Incident Number,Incident Type,Mental Health Flag,Priority Level,Response Datetime,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Final Problem Description,Final Problem Category,Number of Units Arrived,Unit Time on Scene,Call Disposition Description,Report Written Flag,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count,Geo ID,Census Block Group,Council District
211801471,Dispatched Incident,Not Mental Health Incident,Priority 2,6/29/2021 21:58,Tue,21.0,6/29/2021 22:02,6/29/2021 22:15,Ida,Disturbance Other,Disturbance,Disturbance Other,Disturbance,3.0,1623.0,No Report,No,314.0,0.0,0.0,0.0,484530000000.0,4530015032.0,4.0
240591446,Dispatched Incident,Not Mental Health Incident,Priority 1,2/28/2024 22:12,Wed,22.0,2/28/2024 22:20,2/29/2024 0:28,Charlie,Disturbance Other,Disturbance,Family Disturbance,Disturbance,4.0,13467.0,Report Written,Yes,484.0,0.0,0.0,0.0,484530000000.0,4530022201.0,1.0
221391398,Dispatched Incident,Not Mental Health Incident,Priority 2,5/19/2022 20:14,Thu,20.0,5/19/2022 20:34,5/19/2022 21:20,Baker,Check Welfare Service,Welfare Check,Assist Complainant,Assistance,2.0,5085.0,No Report,No,1322.0,0.0,0.0,0.0,484530000000.0,4530016052.0,9.0
230900664,Dispatched Incident,Not Mental Health Incident,Priority 1,3/31/2023 12:39,Fri,12.0,3/31/2023 13:01,3/31/2023 13:52,Henry,Disturbance Other,Disturbance,Disturbance Urgent,Disturbance,2.0,6077.0,No Report,No,1385.0,0.0,0.0,0.0,484530000000.0,4530023141.0,3.0
212041488,Dispatched Incident,Not Mental Health Incident,Priority 2,7/23/2021 20:18,Fri,20.0,7/23/2021 20:26,7/23/2021 20:35,Edward,Disturbance Other,Disturbance,Disturbance Other,Disturbance,2.0,964.0,Unable To Locate,No,518.0,0.0,0.0,0.0,484530000000.0,4530401001.0,4.0
222150130,Dispatched Incident,Not Mental Health Incident,Priority 2,8/3/2022 2:42,Wed,2.0,8/3/2022 2:56,8/3/2022 3:02,Henry,Trespass Urgent,Trespassing,False Burglar Alarm,Alarms,3.0,707.0,False Alarm,No,985.0,0.0,0.0,0.0,484530000000.0,4530023143.0,3.0
240990258,Dispatched Incident,Not Mental Health Incident,Priority 2,4/8/2024 5:57,Mon,5.0,4/8/2024 6:38,4/8/2024 6:53,Adam,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,3.0,2105.0,No Report,No,2478.0,0.0,0.0,0.0,484910000000.0,4910204062.0,6.0
242000492,Dispatched Incident,Mental Health Incident,Priority 0,7/18/2024 9:13,Thu,9.0,7/18/2024 9:25,7/18/2024 10:12,Frank,Pedestrian On Hsr,Traffic Stop/Hazard,Attempted Suicide Hs,Welfare Check,5.0,3590.0,No Report,No,800.0,0.0,0.0,0.0,484530000000.0,4530024111.0,3.0
220961039,Dispatched Incident,Not Mental Health Incident,Priority 2,4/6/2022 16:44,Wed,16.0,4/6/2022 16:53,4/6/2022 17:26,Adam,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,3663.0,No Report,No,626.0,0.0,0.0,0.0,484530000000.0,4530324001.0,7.0
212321585,Dispatched Incident,Not Mental Health Incident,Priority 1,8/20/2021 21:43,Fri,21.0,8/20/2021 21:52,8/20/2021 21:55,Edward,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,2.0,329.0,Unable To Locate,No,543.0,0.0,0.0,0.0,484530000000.0,4530401001.0,4.0
211951228,Dispatched Incident,Not Mental Health Incident,Priority 1,7/14/2021 18:20,Wed,18.0,7/14/2021 18:24,7/14/2021 18:58,Airport,Airport Assist,Assistance,Federal Viol/Oth,Other,4.0,5028.0,Report Written,No,239.0,0.0,0.0,0.0,484540000000.0,4539800001.0,2.0
230150567,Dispatched Incident,Not Mental Health Incident,Priority 2,1/15/2023 10:24,Sun,10.0,1/15/2023 10:34,1/15/2023 11:07,Adam,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,1936.0,False Alarm,No,600.0,0.0,0.0,0.0,484910000000.0,4910204081.0,6.0
222210138,Dispatched Incident,Not Mental Health Incident,Priority 2,8/9/2022 3:21,Tue,3.0,8/9/2022 3:25,8/9/2022 4:02,David,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,4318.0,No Report,No,341.0,0.0,0.0,0.0,484530000000.0,4530020061.0,5.0
213320231,Dispatched Incident,Not Mental Health Incident,Priority 0,11/28/2021 3:46,Sun,3.0,11/28/2021 3:53,11/28/2021 4:25,Edward,Crash Hs,Crashes,Crash Hs,Crashes,3.0,5713.0,No Report,No,450.0,0.0,0.0,0.0,484530000000.0,4530429002.0,7.0
231071139,Dispatched Incident,Not Mental Health Incident,Priority 2,4/17/2023 17:34,Mon,17.0,4/17/2023 17:40,4/17/2023 20:15,David,Disturbance Urgent,Disturbance,Assault With Injury,Simple Assault,2.0,10808.0,Report Written,Yes,362.0,0.0,0.0,0.0,484530000000.0,4530013111.0,9.0
220080608,Dispatched Incident,Not Mental Health Incident,Priority 2,1/8/2022 13:09,Sat,13.0,1/8/2022 13:45,1/8/2022 14:50,Charlie,Crash Urgent,Crashes,Crash Urgent,Crashes,1.0,3914.0,Report Written,Yes,2191.0,0.0,0.0,0.0,484530000000.0,4530009022.0,3.0
242341496,Dispatched Incident,Not Mental Health Incident,Priority 2,8/21/2024 20:25,Wed,20.0,8/21/2024 22:04,8/21/2024 22:32,Adam,Animal Urgent,Animal Related,Animal Urgent,Animal Related,1.0,1697.0,Unable To Locate,No,6042.0,0.0,0.0,0.0,484530000000.0,4530358001.0,6.0
241821467,Dispatched Incident,Not Mental Health Incident,Priority 2,6/30/2024 21:37,Sun,21.0,6/30/2024 21:40,6/30/2024 22:06,Edward,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,2603.0,False Alarm,No,335.0,0.0,0.0,0.0,484530000000.0,4530439003.0,7.0
233580204,Dispatched Incident,Not Mental Health Incident,Priority 0,12/24/2023 3:18,Sun,3.0,12/24/2023 3:47,12/24/2023 4:19,Edward,Disturbance Other,Disturbance,Disturbance Hs,Disturbance,2.0,3515.0,Report Written,No,1302.0,0.0,0.0,0.0,484530000000.0,4530403001.0,4.0
230051284,Dispatched Incident,Not Mental Health Incident,Priority 3,1/5/2023 21:44,Thu,21.0,1/5/2023 21:50,1/5/2023 21:55,David,Service,Other,Service,Other,1.0,301.0,No Report,No,496.0,0.0,0.0,0.0,484530000000.0,4530303001.0,5.0
240841586,Dispatched Incident,Not Mental Health Incident,Priority 3,3/24/2024 22:06,Sun,22.0,3/24/2024 22:29,3/24/2024 23:14,Ida,Trespass Urgent,Trespassing,Criminal Trespass Notice,Trespassing,1.0,2659.0,Report Written,Yes,1452.0,0.0,0.0,0.0,484530000000.0,4530002054.0,7.0
231290823,Dispatched Incident,Not Mental Health Incident,Priority 2,5/9/2023 14:54,Tue,14.0,5/9/2023 15:19,5/9/2023 15:30,Ida,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,1056.0,No Report,No,1540.0,0.0,0.0,0.0,484530000000.0,4530002052.0,7.0
241611263,Dispatched Incident,Not Mental Health Incident,Priority 0,6/9/2024 17:48,Sun,17.0,6/9/2024 17:51,6/9/2024 18:26,Baker,Pedestrian On Hsr,Traffic Stop/Hazard,Community Police,Administrative,3.0,4711.0,No Report,No,332.0,0.0,0.0,0.0,484530000000.0,4530016061.0,10.0
213410002,Dispatched Incident,Not Mental Health Incident,Priority 1,12/7/2021 0:03,Tue,0.0,12/7/2021 0:10,12/7/2021 1:33,David,Alarm Glass Break,Alarms,Assist Complainant,Assistance,2.0,9160.0,No Report,No,466.0,0.0,0.0,0.0,484530000000.0,4530321003.0,5.0
241731437,Dispatched Incident,Mental Health Incident,Priority 2,6/21/2024 20:01,Fri,20.0,6/21/2024 20:05,6/22/2024 1:29,George,Suspicious Person,Suspicious Things,Failure Stop And Render Aid,Crashes,12.0,104371.0,Report Written,Yes,258.0,0.0,0.0,0.0,484530000000.0,4530011021.0,9.0
240561045,Dispatched Incident,Not Mental Health Incident,Priority 2,2/25/2024 16:01,Sun,16.0,2/25/2024 17:33,2/25/2024 17:34,Charlie,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,86.0,Unable To Locate,No,5573.0,0.0,0.0,0.0,484530000000.0,4530009024.0,3.0
212600173,Dispatched Incident,Not Mental Health Incident,Priority 2,9/17/2021 3:22,Fri,3.0,9/17/2021 6:52,9/17/2021 7:07,Ida,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,1232.0,False Alarm,No,12575.0,0.0,0.0,0.0,484530000000.0,4530015034.0,4.0
220140046,Dispatched Incident,Not Mental Health Incident,Priority 2,1/14/2022 0:34,Fri,0.0,1/14/2022 1:29,1/14/2022 2:05,Edward,Suspicious Unknown,Suspicious Things,Suspicious Unknown,Suspicious Things,1.0,2129.0,No Report,No,3396.0,0.0,0.0,0.0,484530000000.0,4530412001.0,7.0
221890918,Dispatched Incident,Not Mental Health Incident,Priority 3,7/8/2022 15:43,Fri,15.0,7/8/2022 16:58,7/8/2022 21:48,Henry,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,17390.0,Supplement Written,No,4706.0,0.0,0.0,0.0,484530000000.0,4530023043.0,3.0
240761279,Dispatched Incident,Mental Health Incident,Priority 3,3/16/2024 18:59,Sat,18.0,3/16/2024 21:57,3/16/2024 23:05,David,Service,Other,Service,Other,1.0,4100.0,Supplement Written,No,10689.0,0.0,0.0,0.0,484530000000.0,4530020031.0,3.0
240091208,Dispatched Incident,Not Mental Health Incident,Priority 2,1/9/2024 19:08,Tue,19.0,1/9/2024 19:20,1/9/2024 19:48,Henry,Disturbance Other,Disturbance,Disturbance Other,Disturbance,2.0,2637.0,Non-Police Matter,No,889.0,0.0,0.0,0.0,484530000000.0,4530023141.0,3.0
221400899,Dispatched Incident,Not Mental Health Incident,Priority 2,5/20/2022 14:51,Fri,14.0,5/20/2022 15:03,5/20/2022 15:28,Baker,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,1899.0,No Report,No,792.0,0.0,0.0,0.0,484530000000.0,4530006064.0,9.0
242260943,Dispatched Incident,Not Mental Health Incident,Priority 2,8/13/2024 15:20,Tue,15.0,8/13/2024 17:03,8/13/2024 17:41,Adam,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,4593.0,Supplement Written,No,6221.0,0.0,0.0,0.0,484910000000.0,4910204032.0,6.0
212800290,Dispatched Incident,Not Mental Health Incident,Priority 0,10/7/2021 7:00,Thu,7.0,10/7/2021 7:09,10/7/2021 8:40,David,Crash Hs,Crashes,Blue Form Collision,Crashes,2.0,6721.0,No Report,No,611.0,0.0,0.0,0.0,484530000000.0,4530024031.0,2.0
222040460,Dispatched Incident,Not Mental Health Incident,Priority 3,7/23/2022 8:41,Sat,8.0,7/23/2022 9:04,7/23/2022 9:47,Edward,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,2570.0,No Report,No,1401.0,0.0,0.0,0.0,484530000000.0,4530406003.0,4.0
233470238,Dispatched Incident,Not Mental Health Incident,Priority 2,12/13/2023 6:37,Wed,6.0,12/13/2023 6:42,12/13/2023 7:13,Baker,Alarm Burglar,Alarms,Alarm Burglar,Alarms,2.0,2684.0,False Alarm,No,276.0,0.0,0.0,0.0,484530000000.0,4530007001.0,9.0
230530694,Dispatched Incident,Not Mental Health Incident,Priority 2,2/22/2023 13:03,Wed,13.0,2/22/2023 15:19,2/22/2023 16:07,Adam,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,2883.0,Report Written,Yes,8201.0,0.0,0.0,0.0,484530000000.0,4530346001.0,6.0
232150536,Dispatched Incident,Not Mental Health Incident,Priority 2,8/3/2023 10:20,Thu,10.0,8/3/2023 10:25,8/3/2023 12:07,David,Disturbance Other,Disturbance,Assault By Contact-Sexual Nat,Simple Assault,2.0,10412.0,Report Written,Yes,353.0,0.0,0.0,0.0,484530000000.0,4530020021.0,5.0
212120198,Dispatched Incident,Not Mental Health Incident,Priority 0,7/31/2021 2:29,Sat,2.0,7/31/2021 2:57,7/31/2021 3:09,Edward,Disturbance Other,Disturbance,Disturbance Hs,Disturbance,2.0,1267.0,Unable To Locate,No,377.0,0.0,0.0,0.0,484530000000.0,4530440002.0,7.0
221170536,Dispatched Incident,Not Mental Health Incident,Priority 2,4/27/2022 10:37,Wed,10.0,4/27/2022 11:13,4/27/2022 12:23,Ida,Crash Urgent,Crashes,Crash Urgent,Crashes,1.0,4239.0,No Report,No,2273.0,0.0,0.0,0.0,484530000000.0,4530405001.0,7.0
241321099,Dispatched Incident,Not Mental Health Incident,Priority 1,5/11/2024 17:04,Sat,17.0,5/11/2024 17:05,5/11/2024 18:57,David,Disturbance Urgent,Disturbance,Assault W/Injury-Fam/Date Vio,Simple Assault,3.0,10977.0,No Report,No,142.0,0.0,0.0,0.0,484530000000.0,4530312005.0,8.0
212061324,Dispatched Incident,Not Mental Health Incident,Priority 0,7/25/2021 19:09,Sun,19.0,7/25/2021 19:15,7/25/2021 20:05,Henry,Disturbance Other,Disturbance,Disturbance Hs,Disturbance,2.0,5851.0,Report Written,No,346.0,0.0,0.0,0.0,484530000000.0,4530023043.0,3.0
212051043,Dispatched Incident,Not Mental Health Incident,Priority 2,7/24/2021 15:53,Sat,15.0,7/24/2021 15:58,7/24/2021 15:58,Baker,Assist Non Emergency,Assistance,Assist Non Emergency,Assistance,1.0,4.0,No Report,No,371.0,0.0,0.0,0.0,484530000000.0,4530002031.0,9.0
212630065,Dispatched Incident,Not Mental Health Incident,Priority 2,9/20/2021 0:52,Mon,0.0,9/20/2021 0:56,9/20/2021 1:17,Frank,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,1.0,1234.0,False Alarm,No,293.0,0.0,0.0,0.0,484530000000.0,4530024371.0,5.0
231180483,Dispatched Incident,Not Mental Health Incident,Priority 2,4/28/2023 8:35,Fri,8.0,4/28/2023 8:47,4/28/2023 9:06,Charlie,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,2.0,2219.0,Unable To Locate,No,827.0,0.0,0.0,0.0,484530000000.0,4530022131.0,1.0
241261244,Dispatched Incident,Not Mental Health Incident,Priority 2,5/5/2024 17:45,Sun,17.0,5/5/2024 18:00,5/5/2024 18:15,Frank,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,891.0,No Report,No,1045.0,0.0,0.0,0.0,484530000000.0,4530024471.0,2.0
240070672,Dispatched Incident,Not Mental Health Incident,Priority 2,1/7/2024 12:55,Sun,12.0,1/7/2024 13:45,1/7/2024 14:34,Frank,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,2920.0,No Report,No,3020.0,0.0,0.0,0.0,484530000000.0,4530024111.0,2.0
232021385,Dispatched Incident,Not Mental Health Incident,Priority 1,7/21/2023 22:21,Fri,22.0,7/21/2023 22:31,7/22/2023 1:12,Adam,Disturbance Urgent,Disturbance,Disturbance Urgent,Disturbance,2.0,18609.0,Report Written,Yes,679.0,0.0,0.0,0.0,484910000000.0,4910204054.0,6.0
223171192,Dispatched Incident,Not Mental Health Incident,Priority 2,11/13/2022 19:59,Sun,19.0,11/13/2022 20:19,11/13/2022 20:34,Baker,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,889.0,False Alarm,No,1219.0,0.0,0.0,0.0,484530000000.0,4530002032.0,0.0
220021147,Dispatched Incident,Not Mental Health Incident,Priority 1,1/2/2022 20:08,Sun,20.0,1/2/2022 21:23,1/2/2022 21:33,Adam,Gun Urgent,Shoot/Stab,Assist Complainant,Assistance,1.0,603.0,No Report,No,4628.0,0.0,0.0,0.0,484530000000.0,4530308002.0,10.0
230701035,Dispatched Incident,Not Mental Health Incident,Priority 2,3/11/2023 15:12,Sat,15.0,3/11/2023 15:29,3/11/2023 16:01,David,Assist Non Emergency,Assistance,Assist Non Emergency,Assistance,1.0,1922.0,Non-Police Matter,No,1056.0,0.0,0.0,0.0,484530000000.0,4530320006.0,8.0
223630852,Dispatched Incident,Not Mental Health Incident,Priority 2,12/29/2022 15:10,Thu,15.0,12/29/2022 15:23,12/29/2022 16:29,David,Assist Non Emergency,Assistance,Crash Cr3,Crashes,2.0,5984.0,Report Written,Yes,802.0,0.0,0.0,0.0,484530000000.0,4530334001.0,8.0
213381537,Dispatched Incident,Not Mental Health Incident,Priority 2,12/4/2021 21:43,Sat,21.0,12/4/2021 21:58,12/4/2021 22:14,Edward,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,952.0,No Report,No,991.0,0.0,0.0,0.0,484530000000.0,4530416002.0,1.0
212721023,Dispatched Incident,Mental Health Incident,Priority 2,9/29/2021 17:01,Wed,17.0,9/29/2021 17:14,9/29/2021 17:19,Henry,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,265.0,Unable To Locate,No,820.0,0.0,0.0,0.0,484530000000.0,4530023142.0,3.0
211760816,Dispatched Incident,Not Mental Health Incident,Priority 1,6/25/2021 13:14,Fri,13.0,6/25/2021 13:59,6/25/2021 15:14,Henry,Disturbance Hs,Disturbance,Disturbance Urgent,Disturbance,1.0,4512.0,Report Written,Yes,2757.0,0.0,0.0,0.0,484530000000.0,4530023145.0,3.0
230410971,Dispatched Incident,Not Mental Health Incident,Priority 3,2/10/2023 16:24,Fri,16.0,2/10/2023 16:48,2/10/2023 17:18,Frank,Service,Other,Service,Other,1.0,1841.0,No Report,No,1531.0,0.0,0.0,0.0,484530000000.0,4530024371.0,5.0
230401385,Dispatched Incident,Not Mental Health Incident,Priority 2,2/9/2023 21:22,Thu,21.0,2/9/2023 21:30,2/9/2023 21:32,David,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,177.0,No Report,No,469.0,0.0,0.0,0.0,484530000000.0,4530020031.0,3.0
240110324,Dispatched Incident,Not Mental Health Incident,Priority 2,1/11/2024 8:13,Thu,8.0,1/11/2024 8:18,1/11/2024 9:58,Adam,Crash Urgent,Crashes,Crash Urgent,Crashes,2.0,10712.0,Report Written,Yes,306.0,0.0,0.0,0.0,484910000000.0,4910203113.0,6.0
231550238,Dispatched Incident,Not Mental Health Incident,Priority 2,6/4/2023 2:50,Sun,2.0,6/4/2023 4:03,6/4/2023 4:34,Ida,Alarm Burglar,Alarms,Alarm Burglar,Alarms,2.0,3228.0,False Alarm,No,4450.0,0.0,0.0,0.0,484530000000.0,4530015034.0,4.0
232770946,Dispatched Incident,Not Mental Health Incident,Priority 3,10/4/2023 16:00,Wed,16.0,10/4/2023 16:20,10/4/2023 16:57,Charlie,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,1.0,2268.0,Report Written,Yes,1232.0,0.0,0.0,0.0,484530000000.0,4530009012.0,1.0
212700049,Dispatched Incident,Not Mental Health Incident,Priority 1,9/27/2021 1:00,Mon,1.0,9/27/2021 1:09,9/27/2021 1:27,Charlie,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,1.0,1104.0,No Report,No,628.0,0.0,0.0,0.0,484530000000.0,4530004021.0,0.0
241811613,Dispatched Incident,Not Mental Health Incident,Priority 2,6/29/2024 22:43,Sat,22.0,6/29/2024 22:53,6/29/2024 23:45,Charlie,Crash Urgent,Crashes,Crash Leaving The Scene,Crashes,2.0,6192.0,Report Written,Yes,635.0,0.0,0.0,0.0,484530000000.0,4530022011.0,1.0
220680074,Dispatched Incident,Mental Health Incident,Priority 0,3/9/2022 1:56,Wed,1.0,3/9/2022 2:04,3/9/2022 6:06,Edward,Missing Hs,Missing Persons/Kidnapping,Edp Intervention W/Contact,Welfare Check,2.0,20600.0,Report Written,Yes,662.0,0.0,0.0,0.0,484530000000.0,4530419001.0,7.0
221301109,Dispatched Incident,Not Mental Health Incident,Priority 2,5/10/2022 17:15,Tue,17.0,5/10/2022 17:21,5/10/2022 18:07,David,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,4581.0,No Report,No,430.0,0.0,0.0,0.0,484530000000.0,4530013083.0,3.0
242631427,Dispatched Incident,Mental Health Incident,Priority 3,9/19/2024 21:24,Thu,21.0,9/19/2024 23:18,9/19/2024 23:20,David,Check Welfare Urgent,Welfare Check,Check Welfare Service,Welfare Check,1.0,102.0,No Report,No,6898.0,0.0,0.0,0.0,484530000000.0,4530367003.0,8.0
230290341,Dispatched Incident,Not Mental Health Incident,Priority 2,1/29/2023 4:06,Sun,4.0,1/29/2023 4:27,1/29/2023 4:53,Edward,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,2764.0,False Alarm,No,1267.0,0.0,0.0,0.0,484530000000.0,4530409003.0,4.0
213480094,Dispatched Incident,Not Mental Health Incident,Priority 2,12/14/2021 2:05,Tue,2.0,12/14/2021 4:00,12/14/2021 4:09,Edward,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,1145.0,No Report,No,6945.0,0.0,0.0,0.0,484530000000.0,4530417002.0,7.0
230210298,Dispatched Incident,Not Mental Health Incident,Priority 0,1/21/2023 4:51,Sat,4.0,1/21/2023 4:57,1/21/2023 5:05,Adam,Prowler Hs,Suspicious Things,Prowler Hs,Suspicious Things,3.0,719.0,Unable To Locate,No,462.0,0.0,0.0,0.0,484910000000.0,4910204052.0,6.0
222330771,Dispatched Incident,Not Mental Health Incident,Priority 2,8/21/2022 13:40,Sun,13.0,8/21/2022 14:59,8/21/2022 15:05,Henry,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,360.0,No Report,No,4773.0,0.0,0.0,0.0,484530000000.0,4530023131.0,3.0
232220540,Dispatched Incident,Not Mental Health Incident,Priority 2,8/10/2023 11:16,Thu,11.0,8/10/2023 11:49,8/10/2023 11:53,Charlie,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,302.0,No Report,No,2208.0,0.0,0.0,0.0,484530000000.0,4530021071.0,1.0
240791481,Dispatched Incident,Not Mental Health Incident,Priority 1,3/19/2024 23:21,Tue,23.0,3/19/2024 23:36,3/20/2024 0:11,David,Disturbance Other,Disturbance,Family Disturbance,Disturbance,2.0,3903.0,Report Written,Yes,819.0,0.0,0.0,0.0,484530000000.0,4530013073.0,3.0
212151263,Dispatched Incident,Not Mental Health Incident,Priority 1,8/3/2021 19:13,Tue,19.0,8/3/2021 19:21,8/3/2021 20:04,Henry,Check Welfare Urgent,Welfare Check,Assist Ems,Assistance,2.0,5144.0,No Report,No,517.0,0.0,0.0,0.0,484530000000.0,4530024481.0,3.0
241931433,Dispatched Incident,Not Mental Health Incident,Priority 2,7/11/2024 21:40,Thu,21.0,7/11/2024 22:26,7/11/2024 23:47,Henry,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,8761.0,Report Written,Yes,2847.0,0.0,0.0,0.0,484530000000.0,4530024522.0,2.0
213280955,Dispatched Incident,Not Mental Health Incident,Priority 1,11/24/2021 17:53,Wed,17.0,11/24/2021 18:14,11/24/2021 19:31,Adam,Disturbance Urgent,Disturbance,Assault With Injury,Simple Assault,3.0,12995.0,Report Written,No,1259.0,0.0,0.0,0.0,484530000000.0,4530305001.0,10.0
222741654,Dispatched Incident,Not Mental Health Incident,Priority 0,10/1/2022 23:42,Sat,23.0,10/1/2022 23:47,10/2/2022 4:56,Edward,Disturbance Urgent,Disturbance,Burglary Of Residence,Burglary,4.0,46196.0,Report Written,Yes,370.0,0.0,0.0,0.0,484530000000.0,4530410002.0,4.0
232910361,Dispatched Incident,Not Mental Health Incident,Priority 3,10/18/2023 8:10,Wed,8.0,10/18/2023 8:11,10/18/2023 10:00,Adam,Crash Leaving The Scene,Crashes,Crash Leaving The Scene,Crashes,1.0,6564.0,No Report,No,36.0,0.0,0.0,0.0,484910000000.0,4910204062.0,6.0
231430890,Dispatched Incident,Not Mental Health Incident,Priority 3,5/23/2023 16:03,Tue,16.0,5/23/2023 16:57,5/23/2023 17:12,George,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,1.0,887.0,No Report,No,3426.0,0.0,0.0,0.0,484530000000.0,4530011021.0,9.0
230490094,Dispatched Incident,Not Mental Health Incident,Priority 2,2/18/2023 1:27,Sat,1.0,2/18/2023 1:28,2/18/2023 3:08,Baker,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,6185.0,False Alarm,No,199.0,0.0,0.0,0.0,484530000000.0,4530001014.0,10.0
231140399,Dispatched Incident,Not Mental Health Incident,Priority 2,4/24/2023 9:30,Mon,9.0,4/24/2023 10:36,4/24/2023 11:14,Charlie,Trespass Urgent,Trespassing,Criminal Trespass Notice,Trespassing,2.0,3543.0,Report Written,Yes,4028.0,0.0,0.0,0.0,484530000000.0,4530009021.0,3.0
231941424,Dispatched Incident,Not Mental Health Incident,Priority 2,7/13/2023 21:20,Thu,21.0,7/13/2023 21:22,7/13/2023 22:28,George,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,6479.0,No Report,No,147.0,0.0,0.0,0.0,484530000000.0,4530011021.0,9.0
220270735,Dispatched Incident,Mental Health Incident,Priority 1,1/27/2022 14:42,Thu,14.0,1/27/2022 14:45,1/27/2022 14:58,Adam,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,2.0,1532.0,Unable To Locate,No,297.0,0.0,0.0,0.0,484910000000.0,4910204081.0,6.0
